MOL1	MOL2	CLASS
OC(=O)C(O)=O	COC1=CC=CC=C1C(O)=O	0
Cc1ccnc(C)c1	Oc1cc(O)cc(O)c1	1
OC(=O)c1ccccc1N(=O)=O	NC(=O)Nc1ccccc1	1
N(c1cccc(Nc2ccccn2)c1)c1ccccn1	OC(=O)c1cccc(c1)C(O)=O	1
O=C1C=CC(=O)C=C1	Oc1c2ccccc2c2ccccc2c1c1c(O)c2ccccc2c2ccccc12	1
OC(=O)CCSCCC(O)=O	OC(=O)C1=CC=CC=C1[N+](=O)[O-]	0
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	Nc1cc(ccc1F)N(=O)=O	1
S1C=CC(=C1)C=Cc1ccncc1	Oc1cc(O)c(Cl)cc1Cl	1
COC(=O)c1ccncc1	CC1(C)N(I)C(=O)N(I)C1=O	1
NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2	OC(=O)CCCCCCC(O)=O	0
N1C=CN=C1c1cnccn1	Fc1c(F)c(I)c(F)c(F)c1I	1
Cc1cccc2SC(=Nc12)N	OC(=O)CCCCCCC(O)=O	1
Fc1c(I)c(F)c(I)c(F)c1I	c1cc(ccn1)C=Cc1ccncc1	1
OC(=O)C=Cc1ccc(O)cc1	NC(=O)c1cccnc1	1
CCCCCCCCOc1ccc(cc1)C=Cc1ccncc1	Fc1c(F)c(Br)c(F)c(F)c1Br	1
NC(=O)c1ccncc1	OC(=O)c1cc(Cl)ccc1O	1
Cc1ccc(cc1)S(N)(=O)=O	C1COCCOCCOCCOCCOCCO1	1
N1N=NN=C1Nc1nnc(NC2=NN=NN2)nn1	c1cnccn1	1
[NH3+]C(CC)C(=O)[O-]	[NH3+]C(C(C)C)C(=O)[O-]	1
OC(=O)CC1=CNc2ccccc12	O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	1
CC1(C)N([O])C(=N([O])C1(C)C)c1ccccc1	Fc1c(F)c(c(F)c(F)c1I)c1c(F)c(F)c(I)c(F)c1F	1
OC1=CC=CC2=CC=CC=C12	NC1=CC=CC=C1[N+](=O)[O-]	0
c1ccc2nccnc2c1	OC(=O)C(O)=O	1
Clc1ccc2c(c1)C(=C(C#N)C#N)c1ccccc1C2=C(C#N)C#N	c1cc2ccc3cccc4ccc(c1)c2c34	1
CCCOc1ccc2ccc(OCCC)cc2c1	Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F	1
c1ccc(nc1)c1ccccn1	CC1=C(Sc2ccccc2C(O)=O)C(=O)c2ccccc2C1=O	1
OC(=O)CCCCCC(O)=O	CC(CCCC(O)=O)CC(O)=O	0
OC(=O)c1ccccc1O	NC(=O)c1cccc(c1)N(=O)=O	1
C(Cc1ccncc1)c1ccncc1	OC(=O)C1CC(CC(C1)C(O)=O)C(O)=O	1
OC(=O)c1ccc(cc1)C(O)=O	N1c2ccccc2N=C1c1ccncc1	1
OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F	O=C1NC=CC=C1	1
OC(C1OC2(CCCC2)OC1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	CC(O)CCO	1
IC1=CSC(S1)=C1SC2=C(SCCS2)S1	FC1=CC(C(=CC1=C(C#N)C#N)F)=C(C#N)C#N	1
O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12	[O]n1ccccc1SSc1ccccn1[O]	1
CC1=NN(C(=C1)C)c1nnc(nn1)N1N=C(C)C=C1C	NC1=NN=NN1	1
CC1=CC2=CC=CC=C2C=C1C	CC1=CC2=C(C=C1)C=C(C)C=C2	0
NC(=O)C1=CC=CC=C1	NC(=O)C1=CC=CC=C1[N+](=O)[O-]	0
CN(C)c1ccc(cc1)N(C)C	BrC(Br)(Br)N(=O)=O	1
CC1=NC=C(CO)C(=C1O)CO	NC1=CC=CC(=C1)C(O)=O	0
Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O	NC(=O)CC1=CNc2ccccc12	1
C[N+](C)(C)CC(=O)[O-]	Oc1cc2OC(=CC(=O)c2c(O)c1O)c1ccccc1	1
OC(=O)c1cccc(c1C(O)=O)N(=O)=O	Cc1nccnc1C	1
Fc1c(F)c(Br)c(F)c(F)c1Br	c1cc2ccc3cccc4ccc(c1)c2c34	1
Oc1ccc(cc1)C1(CCCCC1)c1ccc(O)cc1	c1cc(ccn1)c1ccncc1	1
N#Cc1cc(C#N)c(cc1C#N)C#N	N#Cc1ccc(C=Cc2ccc(cc2)C=Cc2ccc(cc2)C#N)cc1	1
c1cc(ccn1)c1ccncc1	IC(I)=C(I)I	1
Oc1ccc(O)cc1	C1=CN(C=N1)c1ccc(cc1)c1cncnc1	1
N#Cc1nc(C#N)c(nc1C#N)C#N	c1ccc2c(c1)c1ccccc21	1
Nc1ncc(cn1)C#CI	Cc1nc(C)c(C)nc1C	1
NC(N)=O	CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O	1
OC(=O)C1=NC=CN=C1	NC(=O)C1=CC=CC=N1	0
OC(=O)c1cccc(Cl)c1	c1ccc2nc3ccccc3cc2c1	1
Brc1cc2C(=O)OC(=O)c2cc1Br	c1cc2ccc3cccc4ccc(c1)c2c34	1
Oc1ccc(Cl)cc1C(=O)Nc1ccc(cc1Cl)N(=O)=O	CN1C(=O)N(C)C2=C(NC=N2)C1=O	1
O=C([O-])C1[NH2+]CCC1	Oc1cc(O)c2C(=O)C=C(Oc2c1)c1ccc(O)c(O)c1	1
NC1=NN=NN1	C1COCCOCCOCCOCCOCCO1	1
CC1(CO)C(O)CCC2(C)C(CC=C3C(O)COC3=O)C(=C)CCC12	COc1ccccc1O	1
[O]n1c2ccccc2ccc1c1ccccc1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
CC1=CC=CN2C(=O)N(c3ccccc3)C(=Nc3ccccc3)N=C12	O=P(c1ccccc1)(c1ccccc1)c1ccccc1	1
OCCOCCNc1cccc2c(NCCOCCO)cccc12	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
CC1=NN(C(=C1)O)c1nc(C)cc(C)n1	Oc1ccc(Cl)cc1	1
Fc1c(F)c(F)c(C#CC#CC#Cc2ccccc2)c(F)c1F	Fc1c(F)c(F)c(C#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F	1
NC(N)=O	COc1ccccc1C(N)=O	1
OC(=O)C12CC3CC(C1)CC(C3)(C2)C(O)=O	[O-][n+]1ccccc1C=Cc1cccc[n+]1[O-]	1
Cc1ccc(O)c(c1)N1N=C2C=CC=CC2=N1	Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F	1
N1C2=CC=CC=C2SC2=CC=CC=C12	CC1=NC=CN1	0
CCN1c2ccccc2c2ccccc12	N#CC(C#N)=C(C#N)C#N	1
C1CC2=CC=CC3=C2C1=CC=C3	C1C2=CC=CC=C2C2=CC=CC=C12	0
N1C=CC=N1	N1C=NC=N1	0
CC(C)CNC(=O)NC(=O)c1ccc(cc1)N(=O)=O	CN(C)c1ccc(NC(=O)NC(=O)Cc2ccccc2)cc1	1
CN1N(c2ccccc2)C(=O)C(=C1C)C(C)(C)C1=C(C)N(C)N(c2ccccc2)C1=O	CN1N(C(=O)C=C1C)c1ccccc1	1
Cc1ccncc1	Oc1cc(O)cc(O)c1	1
C(Cc1ccncc1)c1ccncc1	OC(=O)c1ccc(F)c(F)c1	1
OC1=CC=C(O)C=C1	COC1=CC=CC(=C1)C(N)=O	0
OC(=O)C1=CC=CC=C1O	OC(=O)C1=CC=CC=C1F	0
O=C(NCCCCCCNC(=O)c1ccncc1)c1ccncc1	OC(=O)CCCCCCCCCCC(O)=O	1
O=Nc1ccccc1	CC(C)c1cc(C(C)C)c(c(c1)C(C)C)S(=O)(=O)N1C(COC1(C)C)C=[N+]([O-])c1ccccc1	1
CCCC1C(=O)C2=C3C4C(CC2)C2CCC4(C(=O)C(CCC)C13O)C(=C2)C(=O)OC	CCCCC1(O)OC2=C(CCC)C(=O)C34CCC(C=C3C(=O)OC)C3CCC1=C2C43	1
NC(=O)c1ccccn1	Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1	1
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC	c1cc(ccn1)c1ccncc1	1
NC1CCCCC1N	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
Nc1cccc2c(N)cccc12	BrC1=C(Br)C(=O)C(=C(Br)C1=O)Br	1
ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl	Oc1cccc2cccnc12	1
Oc1ccc(Br)cc1	CC12CCC3C(C=CC4=CC(=O)C=CC34C)C1CCC2=O	1
Oc1ccc(O)cc1	CC(=O)NC(C)=O	1
OC1=CC=C(C=O)C=C1	CC1=C(N)C=CC(=C1)[N+](=O)[O-]	0
NC1=CC(=CC(=C1)N)C(O)=O	OC(=O)C1=CC=C(C=C1)C#N	0
C1C2OC(Cc3c4Oc5ccccc5c4ccc23)c2cc3CC4OC(Cc5c6Oc7ccccc7c6ccc45)c3cc12	O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	1
S1C=CSC1=C1SC=CS1	C=CCN1C(c2ccccc2C1=C(C#N)C#N)=C(C#N)C#N	1
CCCCN1C=C(C(=O)NC1=O)C1=CSC(S1)=C1SC2=C(OCCO2)S1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
O=C1c2ccccc2C(=O)c2ccccc12	Brc1c2ccccc2c(c2ccccc2)c2ccccc12	1
CC1=C2CC3C(C)(CC2(O)OC1=O)C=CC(O)C13CO1	CC1=C2CC3C(C)(CC2(O)OC1=O)C1OC1C(O)C13CO1	1
Fc1c(F)c(I)c(F)c(F)c1I	O=S1c2ccccc2Sc2ccccc12	1
CN(C)C1=NC(SS1)=Nc1ccccc1	CN(C)C(=S)N=C1Nc2ccccc2S1	1
NS(=O)(=O)c1ccc(cc1)C(O)=O	CC1=CC=CC(=O)N1	1
C1CSCCS1	OC(=O)c1c(F)c(F)c(I)c(F)c1F	1
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	Nc1ncc(Br)cc1Br	1
c1ccc2cc3ccccc3cc2c1	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
ClP1(=NP(=NP2(=N1)NC(CO2)c1ccccc1)(Cl)Cl)Cl	ClP1(=NP2(=NP(=N1)(Cl)Cl)NC(CO2)c1ccccc1)Cl	1
OC(=O)CCSCCC(O)=O	CC1=CC=C(C=C1)C(O)=O	0
C(Cc1ccncc1)Cc1ccncc1	FC(F)(I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I	1
O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1	CN(C)C1=C(C)N(C)N(c2ccc(Br)cc2)C1=O	1
S1C(=CC=C1C#Cc1ccncc1)C#Cc1ccncc1	Cc1cc(O)cc(O)c1	1
OC(=O)C12CC3CC(C1)CC(C3)(C2)C(O)=O	c1cnc2c(c1)ccc1ncccc21	1
CC1(C)OC(C(O1)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1	CCC(C)N	1
N#CC(C#N)=C(C#N)C#N	COc1cc2Sc3cc(OC)c(OC)cc3Sc2cc1OC	1
S1c2ccccc2c2ccccc12	O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	1
C(N1C=CN=C1C1=NC=CN1CC1=CC=CC=N1)C1=CC=CC=N1	OC(=O)CCCCCCCC(O)=O	0
C1=CC=C2C=CC=CC2=C1	ClC1=CC(=CC=C1)Cl	0
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1	CC(=O)Oc1ccccc1C(O)=O	1
NC1=CC(=CC=C1)N	O=[N+]([O-])C1=CC(=CC=C1)[N+](=O)[O-]	0
c1cc(ccn1)c1ccncc1	CC(=O)Nc1ccc(O)cc1	1
COC(=O)OC	O=C(OC1=CC=CC=C1)OC1=CC=CC=C1	0
Oc1ccc(O)cc1	CCN(CC)C(=O)C12CCC(CC1)(CC2)C(=O)N(CC)CC	1
Oc1ccccc1	O=P([O-])(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)Oc1ccccc1	1
Cc1cccc(O)c1	NC(N)=O	1
Cc1cccc(O)c1	O=C(C=CC(=O)N(C1CCCCC1)C1CCCCC1)N(C1CCCCC1)C1CCCCC1	1
CC1(C)CCN2COC(C3OCN4CCC(C)(C)N=C34)C2=N1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
OC(=O)c1ccc(O)cc1	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
OC(=O)c1ccc2cc(O)ccc2c1	Cc1nc(C)c(C)nc1C	1
OC(=O)CCCC(O)=O	CCOc1ccccc1C(N)=O	1
C1CCNCC1	Brc1ccc(cc1)C(c1ccc(Br)cc1)=C(c1ccc(Br)cc1)c1ccc(Br)cc1	1
NC(=O)c1ccncc1	OC(=O)CCCCCCC(O)=O	1
COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1	OC(=O)CNC(=O)c1ccccc1	1
CC(C)(C)c1ccc(O)cc1	C1CN2CN3CN1CN(C2)C3	1
[NH3+]C(CO)C(=O)[O-]	OCC(O)C1OC(=O)C(=C1O)O	1
COc1cc(O)cc(O)c1	CN1CC(=Cc2ccncc2)C(=O)C(C1)=Cc1ccncc1	1
OC(=O)c1c(F)c(F)c(F)c(F)c1F	Cc1cc(C)cc(NC(=O)C(=O)Nc2cc(C)cc(C)c2)c1	1
OC(=O)C1=CC=C(Cl)C=C1	COC1=CC=C(C=C1)C(O)=O	0
O=C1CCCC(=O)N1	OC(=O)C1=CC=CC=C1O	0
Nc1ccccc1C(O)=O	S(Sc1ccncc1)c1ccncc1	1
OC(=O)COc1ccc2ccc(OCC(O)=O)cc2c1	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
NC(=O)c1ccncc1	CN1N=NC2=C(N=CN2C1=O)C(N)=O	1
CCC1(C(=O)NC(=O)NC1=O)c1ccccc1	CCN1C(=Nc2c(N)ncnc12)Br	1
CC1=C(Br)C(=O)NC(=N1)N	CC1=C(Br)C(=O)N=C(N)N1	1
O=C1SC2=C(S1)SC(=C(S2)c1ccncc1)c1ccncc1	c1cc(ccn1)C#Cc1ccncc1	1
CC1=CNC=N1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
CC1(C)C2CCC1(C)C(=O)C2	OC(=O)c1cc(O)cc(c1)C(O)=O	1
OC(=O)C=Cc1ccc(O)cc1	CN1C(=O)N(C)C2=C(NC=N2)C1=O	1
Nc1ccc(cc1)C(O)=O	O=C1CN(N=CC2=CC=C(O2)N(=O)=O)C(=O)N1	1
CN1N=NC2=C(N=CN2C1=O)C(N)=O	OC(C(O)C(O)=O)C(O)=O	1
OC(=O)C1=CC=CC=C1O	OC(=O)C1=CC(=CC=C1)O	0
c1cnc2c(c1)ccc1cccnc21	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
CN1C(=C(O)C2=CC=CC=C2S1(=O)=O)C(=O)NC1=CC=CC=N1	OC(C(O)C(O)=O)C(O)=O	0
OC(=O)C=CC(O)=O	OC(=O)C1=CC(=CC=C1)F	0
Cc1cnccn1	OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O	1
Nc1cccc2N=S=Nc12	O=N(=O)c1cc2N=S=Nc2c(c1)N(=O)=O	1
OC(=O)c1ccccc1O	CC(=O)N1CCN(CC1)C(C)=O	1
Fc1cc(C=Cc2c(F)c(F)c(F)c(F)c2F)c(F)cc1C=Cc1c(F)c(F)c(F)c(F)c1F	CN(C)c1ccc(C=Cc2ccc(cc2)C=Cc2ccc(cc2)N(C)C)cc1	1
C1=CC=C2C(=C1)C=CC1=CC=CC=C21	ClC1=CC=CC=C1Cl	0
C(N1C=CN=C1C1=NC=CN1CC1=CC=CC=C1)C1=CC=CC=C1	OC(=O)CCCCCCCCCCC(O)=O	0
CN(C)c1cc(cc(c1)N(C)C)N(C)C	N#Cc1cc(cc(c1)C#N)C#N	1
Fc1c(F)c(I)c(F)c(F)c1I	c1ccc(nc1)c1ccncc1	1
Fc1c(F)c(I)c(F)c(F)c1I	C=Cc1ccncc1	1
C1OC(C2OCN3Cc4ccccc4N=C23)C2=Nc3ccccc3CN12	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
OC(=O)CCCC(O)=O	c1cc(ccn1)c1ccncc1	1
CCN(C(C)C)C(=O)C(=O)c1ccccc1	OC(C1OC2(CCCCC2)OC1C(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
O=C1CCCN1	COC1=CC=C(C=C1)C(O)=O	0
Oc1ccc(CC=C)cc1c1cc(CC=C)ccc1O	C1CN2CCN1CC2	1
O=C(C1C(C(C1c1ccccc1)C(=O)c1ccccc1)c1ccccc1)c1ccccc1	OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
CCCCC1(CCCC)C(=O)NC(=O)NC1=O	CC1(C)CC(=NNc2ccccn2)C(C2C(CC(C)(C)CC2=NNc2ccccn2)=NNc2ccccn2)C(C1)=NNc1ccccn1	1
[H](n1nc(cc1c1ccccc1)c1ccccc1)n1nc(cc1c1ccccc1)c1ccccc1	[H](N1=C(C=C(N1)c1ccccc1)c1ccccc1)n1[nH]c(cc1c1ccccc1)c1ccccc1	1
IC#CC(c1ccccc1)(c1ccccc1)c1ccccc1	C1CN2CCN1CC2	1
OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	OC(=O)CC1=CNc2ccccc12	1
CCCCCCCCCC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(CCC32)C(C)CCCC(C)C)C1	CCCCCCCCCCCC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(CCC32)C(C)CCCC(C)C)C1	1
CN1C=C(F)C(=O)NC1=O	CCN1C=Nc2cnc(N)nc12	1
CCC(C)Cl	COC(=O)C1CC2=C(Nc3ccccc23)C2(CCC(=O)N12)C(C)(C)C	1
c1ccc(C=Cc2ccncc2)nc1	NC(N)=O	1
Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl	Cc1ccc2ccc3ccc(C)nc3c2n1	1
C1C2CC3CC1CC(C2)(C3)C1=NNC(=C1)c1ccccn1	C1C2CC3CC1CC(C2)(C3)C1=CC(=NN1)c1ccccn1	1
Fc1c(F)c(I)c(F)c(F)c1I	COc1ccc(N)cn1	1
OC1=C(O)C(=O)C1=O	C[n+]1cccc(c1)C(=O)[O-]	1
NC1=CC=CC2=CC=CC=C12	CC1=CC(=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	0
Nc1ccc2ccc3c(N)ccc4ccc1c2c34	N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N	1
Cc1nc(C)c(C)nc1C	Oc1c(F)c(F)c(Br)c(F)c1F	1
c1cc(ccn1)c1ccncc1	CCOC(=S)Nc1ccccc1	1
NC(=O)c1cnccn1	OC(=O)C(O)=O	1
NC(=O)C1=CN=CC=C1	NC(=O)C1=CC=C(F)C=C1	0
COc1ccc(cc1)C(O)C(O)c1ccc(OC)cc1	COC(=O)c1ccc(cc1)C=NCCN=Cc1ccc(cc1)C(=O)OC	1
CC(=NO)C(C)=NO	c1cnc2c(c1)ccc1cccnc21	1
Nc1nc(N)nc(N)n1	FC1=CNC(=O)NC1=O	1
Cc1c(O)cccc1O	c1cnc2c(c1)ccc1cccnc21	1
Fc1c(F)c(F)c(I)c(I)c1F	Cc1cccn([O])c1	1
CCc1cc(NC(=O)C(C)C)nc(NC(=O)C(C)C)c1	CC1(CC2(C)CC(C)(C1)C(=O)NC2=O)C#Cc1ccccc1	1
CC(=NO)C(C)=NO	c1ccc2nc3ccccc3cc2c1	1
OC(=O)c1ccc(O)cc1	OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F	1
OC(=O)CC(O)=O	OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F	1
C1=CC=C2C(=C1)C=CC1=CC=CC=C21	OC(=O)C1=CC(=CC=C1)O	0
O1C(=CN=C1c1ccccc1)c1ccccc1	OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O	1
OC(=O)CCCC(O)=O	c1cc(ccn1)C=NN=Cc1ccncc1	1
Cc1cc(Cl)nc(N)n1	Cc1ccccc1C(O)=O	1
CN1C(=C(O)C2=CC=CC=C2S1(=O)=O)C(=O)NC1=CC=CC=N1	OC(=O)CCC1=CC=C(O)C=C1	0
Cc1ccncc1	OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F	NC(=O)c1cccnc1	1
CCCN1C(=O)C(SC1=S)=C1SC(=S)N(CCC)C1=O	c1cc2cccc3c4cccc5cccc(c(c1)c23)c45	1
Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1	c1cnccn1	1
Cc1cncc(C)c1	OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O	1
CCCCCCCC(O)=O	NC(=O)C1=CC(=CC=C1)N	0
Nc1ncnc2NC=Nc12	OC(=O)c1ccccc1	1
C1COCCOCCOCCOCCOCCO1	CN(S(C)(=O)=O)S(=O)(=O)c1ccccc1	1
FC(F)(I)C(F)(F)I	c1cnccn1	1
c1cc2cncc3ccc4cncc1c4c23	NC(=S)C(N)=S	1
COc1cc(C=CC(O)=O)ccc1O	NC1=Nc2ccc(OC(F)(F)F)cc2S1	1
OC(=O)CC(=CC(O)=O)C(O)=O	OC(=O)C1=CC=C(F)C=C1	0
Fc1c(F)c(I)c(F)c(F)c1I	Cc1ccc(O)c(c1)N1N=C2C=CC=CC2=N1	1
CCCCN1C(=O)NC(=O)C2=C1OC(c1ccc(C)cc1)(c1ccc(C)cc1)c1ccccc21	CC(=O)Nc1cccc(NC(C)=O)n1	1
COc1ccccc1OCCOCCOc1ccccc1OC	NC(N)=O	1
CC1CC(C)CC(=O)C1	OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	1
CC(C)(C)c1ccccc1N1C(=O)c2ccc3C(=O)N(C(=O)c4ccc(C1=O)c2c34)c1ccccc1C(C)(C)C	N1C=Cc2ccccc12	1
Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O	OC(=O)CC1=CNc2ccccc12	1
NC(=O)CCC(O)=O	c1cc(ccn1)c1ccncc1	1
OC(=O)C1=CC=CC=C1	OC(=O)C1=CC=C(O)C=C1	0
O=C(NCc1ccncc1)C(=O)NCc1ccncc1	IC#CC#CI	1
O=P(CCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1	Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12	1
c1cc(ccn1)C#Cc1ccncc1	IC#Cc1ccccc1C#CI	1
CC1=CC(C(=CC1=C(C#N)C#N)C)=C(C#N)C#N	C1CSC2=C(S1)SC(S2)=C1SC2=C(SCCS2)S1	1
[NH3+]C(C(C)C)C(=O)[O-]	CC(Oc1ccccc1)C(O)=O	1
CN(C)c1ccncc1	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O	1
C(Cc1ccncc1)c1ccncc1	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O	1
O=P(c1ccccc1)(c1ccccc1)c1ccccc1	OC(=O)COc1cc(Cl)c(Cl)cc1Cl	1
Nc1cc(ccc1Cl)N(=O)=O	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	1
Fc1c(F)c(I)c(F)c(F)c1I	Cc1ccc(cc1)C(N)=S	1
c1cc(ccn1)c1ccncc1	OC(=O)c1cc2ccccc2c(Cc2c(O)c(cc3ccccc23)C(O)=O)c1O	1
Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1	NC(=O)c1cccnc1	1
CC(C)N(C=O)C(C)C	Cc1cccc(NC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)c1N1C(=O)c2ccccc2C1=O	1
c1ccc2nc3ccccc3nc2c1	Oc1ccc(cc1)C(c1ccc(O)cc1)c1ccc(cc1)C(c1ccc(O)cc1)c1ccc(O)cc1	1
CN1C=NC2=C1C(=O)N(C)C(=O)N2C	CC1=CC=C(C=C1)C(O)=O	0
OOC1COCCO1	CNC1=C2C(=O)C=CC3=CC=CC(=C23)C=C1	1
OC(=O)COc1cc(Cl)cc(Cl)c1	c1cc(ccn1)c1ccncc1	1
NC(N)=S	O=C1CC(=O)NC(=O)N1	1
C(Cc1ccncc1)c1ccncc1	CCCCOc1ccc(cc1)C(O)=O	1
CCN(CC)C=O	N1C=Nc2cc3C4c5cc6N=CNc6cc5C(c3cc12)c1cc2NC=Nc2cc41	1
OC(=O)CCCCC(O)=O	CCc1cc(ccn1)C(N)=S	1
BrN1C(=O)c2ccccc2C1=O	O=C(c1ccccc1)c1ccncc1	1
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1	NC(=O)c1ccccc1O	1
CC1(CO)C(O)CCC2(C)C(CC=C3C(O)COC3=O)C(=C)CCC12	OC(=O)c1ccccc1O	1
c1cc(ccn1)c1ccncc1	COc1ccc(C=CC(O)=O)cc1	1
C1CNCCN1	NC(N)=S	1
OC(=O)C1=CC=CC=C1	CC(C(C)C(O)=O)C(O)=O	0
C(N1C=Nc2ccccc12)c1ccc(CN2C=Nc3ccccc23)cc1	IC#Cc1ccc(I)cc1	1
NC(=O)c1ccncc1	OC(=O)c1cnccn1	1
OC(=O)c1cccc(O)c1O	[O-]c1ccc2ccccc2c1C=[NH+]c1ccccc1	1
OC1=CC2=CC=CC=C2C=C1	NC1=CC=CC=C1[N+](=O)[O-]	0
NC(=O)c1ccncc1	Oc1ccc(cc1)C1=COc2cc(O)cc(O)c2C1=O	1
N1C=CN=C1	CC12CCC3C(CCc4cc(O)ccc34)C1CCC2(O)C#C	1
N1c2ccccc2Sc2ccccc12	N#CC(C#N)=C(C#N)C#N	1
CCCCCCCC(O)=O	NC(=O)C1=CC(=CC=C1)F	0
OC(=O)C1=Cc2ccccc2N1	c1cc(ccn1)c1ccncc1	1
Fc1c(F)c(C#Cc2cc(cc(c2)N(=O)=O)N(=O)=O)c(F)c(F)c1I	CN(C)c1ccc(cc1)C#Cc1cccnc1	1
Oc1ccc(O)cc1	COC(=O)CN1C(CC(O)CC1C(=O)NC1C(CCC2(C)CCCC(=C)C12)C(C)C)C(=O)NC1C(CCC2(C)CCCC(=C)C12)C(C)C	1
CC(C)(C)c1ccc(O)c(c1)C(C)(C)C	O=C1C(Cc2ccccc12)=C1CCc2ccccc12	1
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12	NC(CCCN=C(N)N)C(O)=O	0
C1CCNCC1	OC(=O)Cc1cccc2ccccc12	1
OC(=O)CCCCCCC(O)=O	C(N1C=CN=C1C1=NC=CN1Cc1ccccn1)c1ccccn1	1
Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O	C(N1C=CN=C1)c1cc(CN2C=CN=C2)cc(CN2C=CN=C2)c1	1
CCCCCCCCC(O)=O	Nc1nc(N)nc(n1)c1ccccn1	1
N#Cc1ccncc1	OC(=O)C(O)=O	1
c1cc(ccn1)c1ccncc1	OC(=O)c1ccc(cc1)C(c1ccc(cc1)C(O)=O)(c1ccc(cc1)C(O)=O)c1ccc(cc1)C(O)=O	1
COc1ccc(C=Nc2ccccc2O)cc1O	COc1ccc(C=[NH+]c2ccccc2O)cc1[O-]	1
OC(=O)CC(CC(O)=O)C(O)=O	c1cc(ccn1)c1ccncc1	1
